Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	GEO Series	GEO Sample	PMID	Biosample ID	biosample_strain	biosample_genotype	reference_sequence	project_name	condition_name	strain_description	base_media	carbon_source	nitrogen_source	aerobicity	supplement	temperature	pH	growth_phase	OD	additional_notes	R1	R2
SRX3211304	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069377	SRP118803	PRJNA412032	412032	SRS2536066	SAMN07693163	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520053	GSE104203	GSM2792387	29239721	7693163																		
SRX3211305	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069378	SRP118803	PRJNA412032	412032	SRS2536068	SAMN07693162	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520054	GSE104203	GSM2792388	29239721	7693162																		
SRX3211306	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069379	SRP118803	PRJNA412032	412032	SRS2536067	SAMN07693161	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520055	GSE104203	GSM2792389	29239721	7693161																		
SRX3211307	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069380	SRP118803	PRJNA412032	412032	SRS2536069	SAMN07693160	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520056	GSE104203	GSM2792390	29239721	7693160																		
SRX3211308	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069381	SRP118803	PRJNA412032	412032	SRS2536071	SAMN07693159	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520057	GSE104203	GSM2792391	29239721	7693159																		
SRX3211309	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069382	SRP118803	PRJNA412032	412032	SRS2536070	SAMN07693158	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520058	GSE104203	GSM2792392	29239721	7693158																		
SRX3211310	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069383	SRP118803	PRJNA412032	412032	SRS2536072	SAMN07693157	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520059	GSE104203	GSM2792393	29239721	7693157																		
SRX3211311	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069384	SRP118803	PRJNA412032	412032	SRS2536073	SAMN07693156	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520060	GSE104203	GSM2792394	29239721	7693156																		
SRX3211312	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069385	SRP118803	PRJNA412032	412032	SRS2536074	SAMN07693215	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520061	GSE104203	GSM2792395	29239721	7693215																		
SRX3211313	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069386	SRP118803	PRJNA412032	412032	SRS2536075	SAMN07693214	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520062	GSE104203	GSM2792396	29239721	7693214																		
SRX3211314	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069387	SRP118803	PRJNA412032	412032	SRS2536076	SAMN07693213	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520063	GSE104203	GSM2792397	29239721	7693213																		
SRX3211315	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069388	SRP118803	PRJNA412032	412032	SRS2536078	SAMN07693212	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520064	GSE104203	GSM2792398	29239721	7693212																		
SRX3211316	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069389	SRP118803	PRJNA412032	412032	SRS2536077	SAMN07693211	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520065	GSE104203	GSM2792399	29239721	7693211																		
SRX3211317	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069390	SRP118803	PRJNA412032	412032	SRS2536079	SAMN07693210	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520066	GSE104203	GSM2792400	29239721	7693210																		
SRX3211318	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069391	SRP118803	PRJNA412032	412032	SRS2536080	SAMN07693209	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520067	GSE104203	GSM2792401	29239721	7693209																		
SRX3211319	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069392	SRP118803	PRJNA412032	412032	SRS2536081	SAMN07693208	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520068	GSE104203	GSM2792402	29239721	7693208																		
SRX3211320	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069393	SRP118803	PRJNA412032	412032	SRS2536082	SAMN07693207	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520069	GSE104203	GSM2792403	29239721	7693207																		
SRX3211321	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069394	SRP118803	PRJNA412032	412032	SRS2536083	SAMN07693205	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520070	GSE104203	GSM2792404	29239721	7693205																		
SRX3211322	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069395	SRP118803	PRJNA412032	412032	SRS2536084	SAMN07693204	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520071	GSE104203	GSM2792405	29239721	7693204																		
SRX3211323	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069396	SRP118803	PRJNA412032	412032	SRS2536085	SAMN07693203	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520072	GSE104203	GSM2792406	29239721	7693203																		
SRX3211324	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069397	SRP118803	PRJNA412032	412032	SRS2536086	SAMN07693193	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520073	GSE104203	GSM2792407	29239721	7693193																		
SRX3211325	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069398	SRP118803	PRJNA412032	412032	SRS2536087	SAMN07693192	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520074	GSE104203	GSM2792408	29239721	7693192																		
SRX3211326	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069399	SRP118803	PRJNA412032	412032	SRS2536088	SAMN07693191	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520075	GSE104203	GSM2792409	29239721	7693191																		
SRX3211327	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069400	SRP118803	PRJNA412032	412032	SRS2536089	SAMN07693190	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520076	GSE104203	GSM2792410	29239721	7693190																		
SRX3211328	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069401	SRP118803	PRJNA412032	412032	SRS2536090	SAMN07693189	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520077	GSE104203	GSM2792411	29239721	7693189																		
SRX3211329	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069402	SRP118803	PRJNA412032	412032	SRS2536091	SAMN07693188	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520078	GSE104203	GSM2792412	29239721	7693188																		
SRX3211330	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069403	SRP118803	PRJNA412032	412032	SRS2536092	SAMN07693187	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520079	GSE104203	GSM2792413	29239721	7693187																		
SRX3211331	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069404	SRP118803	PRJNA412032	412032	SRS2536093	SAMN07693186	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520080	GSE104203	GSM2792414	29239721	7693186																		
SRX3211332	2017-12-18 09:18:10	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069405	SRP118803	PRJNA412032	412032	SRS2536094	SAMN07693185	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520081	GSE104203	GSM2792415	29239721	7693185																		
SRX3211333	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069406	SRP118803	PRJNA412032	412032	SRS2536095	SAMN07693184	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520082	GSE104203	GSM2792416	29239721	7693184																		
SRX3211334	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069407	SRP118803	PRJNA412032	412032	SRS2536096	SAMN07693183	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520083	GSE104203	GSM2792417	29239721	7693183																		
SRX3211335	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069408	SRP118803	PRJNA412032	412032	SRS2536097	SAMN07693182	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520084	GSE104203	GSM2792418	29239721	7693182																		
SRX3211336	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069409	SRP118803	PRJNA412032	412032	SRS2536098	SAMN07693181	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520085	GSE104203	GSM2792419	29239721	7693181																		
SRX3211337	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069410	SRP118803	PRJNA412032	412032	SRS2536099	SAMN07693180	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520086	GSE104203	GSM2792420	29239721	7693180																		
SRX3211338	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069411	SRP118803	PRJNA412032	412032	SRS2536100	SAMN07693179	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520087	GSE104203	GSM2792421	29239721	7693179																		
SRX3211339	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069412	SRP118803	PRJNA412032	412032	SRS2536101	SAMN07693178	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520088	GSE104203	GSM2792422	29239721	7693178																		
SRX3211340	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069413	SRP118803	PRJNA412032	412032	SRS2536102	SAMN07693177	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520089	GSE104203	GSM2792423	29239721	7693177																		
SRX3211341	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069414	SRP118803	PRJNA412032	412032	SRS2536103	SAMN07693176	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520090	GSE104203	GSM2792424	29239721	7693176																		
SRX3211342	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069415	SRP118803	PRJNA412032	412032	SRS2536104	SAMN07693175	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520091	GSE104203	GSM2792425	29239721	7693175																		
SRX3211343	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069419	SRP118803	PRJNA412032	412032	SRS2536105	SAMN07693171	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520092	GSE104203	GSM2792429	29239721	7693171																		
SRX3211344	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069420	SRP118803	PRJNA412032	412032	SRS2536106	SAMN07693170	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520093	GSE104203	GSM2792430	29239721	7693170																		
SRX3211345	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069421	SRP118803	PRJNA412032	412032	SRS2536107	SAMN07693169	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520094	GSE104203	GSM2792431	29239721	7693169																		
SRX3211346	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069422	SRP118803	PRJNA412032	412032	SRS2536108	SAMN07693168	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520095	GSE104203	GSM2792432	29239721	7693168																		
SRX3211347	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069423	SRP118803	PRJNA412032	412032	SRS2536110	SAMN07693167	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520096	GSE104203	GSM2792433	29239721	7693167																		
SRX3211348	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069424	SRP118803	PRJNA412032	412032	SRS2536109	SAMN07693166	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520097	GSE104203	GSM2792434	29239721	7693166																		
SRX3211349	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069425	SRP118803	PRJNA412032	412032	SRS2536111	SAMN07693165	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520098	GSE104203	GSM2792435	29239721	7693165																		
SRX3211350	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069426	SRP118803	PRJNA412032	412032	SRS2536113	SAMN07693164	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520099	GSE104203	GSM2792436	29239721	7693164																		
SRX3211351	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069427	SRP118803	PRJNA412032	412032	SRS2536112	SAMN07693155	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520100	GSE104203	GSM2792437	29239721	7693155																		
SRX3211352	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069428	SRP118803	PRJNA412032	412032	SRS2536114	SAMN07693202	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520101	GSE104203	GSM2792438	29239721	7693202																		
SRX3211353	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069429	SRP118803	PRJNA412032	412032	SRS2536115	SAMN07693196	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520102	GSE104203	GSM2792439	29239721	7693196																		
SRX3211354	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069430	SRP118803	PRJNA412032	412032	SRS2536116	SAMN07693201	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520103	GSE104203	GSM2792440	29239721	7693201																		
SRX3211355	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069431	SRP118803	PRJNA412032	412032	SRS2536117	SAMN07693200	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520104	GSE104203	GSM2792441	29239721	7693200																		
SRX3211356	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069432	SRP118803	PRJNA412032	412032	SRS2536118	SAMN07693199	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520105	GSE104203	GSM2792442	29239721	7693199																		
SRX3211357	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069433	SRP118803	PRJNA412032	412032	SRS2536119	SAMN07693198	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520106	GSE104203	GSM2792443	29239721	7693198																		
SRX3211358	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069434	SRP118803	PRJNA412032	412032	SRS2536120	SAMN07693197	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520107	GSE104203	GSM2792444	29239721	7693197																		
SRX3211359	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069435	SRP118803	PRJNA412032	412032	SRS2536121	SAMN07693195	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520108	GSE104203	GSM2792445	29239721	7693195																		
SRX3211360	2017-12-18 09:18:11	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2500	SRR6069436	SRP118803	PRJNA412032	412032	SRS2536122	SAMN07693194	SRA612636	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4520109	GSE104203	GSM2792446	29239721	7693194																		
SRX3312459	2017-12-15 12:51:12	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202543	SRP120955	PRJNA415380	415380	SRS2618423	SAMN07822189	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640368	GSE105774	GSM2827746		7822189		rel- relA+																
SRX3312460	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202544	SRP120955	PRJNA415380	415380	SRS2618422	SAMN07822188	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640369	GSE105774	GSM2827747		7822188		rel- relA+																
SRX3312461	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202545	SRP120955	PRJNA415380	415380	SRS2618424	SAMN07822187	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640370	GSE105774	GSM2827748		7822187		rel- relA+																
SRX3312462	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202546	SRP120955	PRJNA415380	415380	SRS2618453	SAMN07822186	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640371	GSE105774	GSM2827749		7822186		rel- relA+																
SRX3312463	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202547	SRP120955	PRJNA415380	415380	SRS2618425	SAMN07822185	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640372	GSE105774	GSM2827750		7822185		rel- relA+																
SRX3312464	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202548	SRP120955	PRJNA415380	415380	SRS2618426	SAMN07822184	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640373	GSE105774	GSM2827751		7822184		rel- relA+																
SRX3312465	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202549	SRP120955	PRJNA415380	415380	SRS2618427	SAMN07822183	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640374	GSE105774	GSM2827752		7822183		rel- relA+																
SRX3312466	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202550	SRP120955	PRJNA415380	415380	SRS2618428	SAMN07822182	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640375	GSE105774	GSM2827753		7822182		rel- relA+																
SRX3312467	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202551	SRP120955	PRJNA415380	415380	SRS2618429	SAMN07822181	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640376	GSE105774	GSM2827754		7822181		rel- relA+																
SRX3312468	2017-12-15 12:51:13	1140	Synechococcus elongatus PCC 7942 = FACHB-805	32046	1117	1140	Synechococcus elongatus	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR6202552	SRP120955	PRJNA415380	415380	SRS2618430	SAMN07822180	SRA622643	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	4640377	GSE105774	GSM2827755		7822180		rel- relAE335Q																
