,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,Biosample,GEO Series,GEO Sample,PMID,biosample_strain,biosample_genotype,project,condition,ref_condition,post_induction_time,replicate_id,sample,strain_description,media,carbon_ml/min,carbon_source,nitrogen_source,inducer_agent,aerobicity,inoculation,supplement,temperature,pH,growth_phase,entraintment,post_entraintment_condition,OD_wavelength,OD,fluorescent light,light_flux_umol/m2s,light_flux_mol/m2s,light_intensity,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_global_correlation.1,Source,full_name,passed_similar_replicates
SRX3159663,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004404,SRP117071,PRJNA401777,401777,SRS2490796,SAMN07604668,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460043,7604668,GSE103463,GSM2771783,,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,CT = 12; 0m,1,ppGpp_2rel_relA+_dusk_000_1,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dusk_000,True
SRX3159664,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004405,SRP117071,PRJNA401777,401777,SRS2490798,SAMN07604669,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460044,7604669,GSE103463,GSM2771784,,PCC 7942,rel- + relA+,ppGpp,2rel_relA+_dusk_000,0wt_dawn_000,CT = 12; 0m,2,ppGpp_2rel_relA+_dusk_000_2,rel- + relA+,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:2rel_relA+_dusk_000,True
SRX3159665,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004406,SRP117071,PRJNA401777,401777,SRS2490799,SAMN07604671,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460045,7604671,GSE103463,GSM2771785,,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dawn_000,0wt_dawn_000,CT = 0; 0m,1,ppGpp_3rel_relA-_dawn_000_1,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dawn_000,True
SRX3159666,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004407,SRP117071,PRJNA401777,401777,SRS2490800,SAMN07604670,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460046,7604670,GSE103463,GSM2771786,,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dawn_000,0wt_dawn_000,CT = 0; 0m,2,ppGpp_3rel_relA-_dawn_000_2,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dawn_000,True
SRX3159667,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004408,SRP117071,PRJNA401777,401777,SRS2490801,SAMN07604673,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460047,7604673,GSE103463,GSM2771787,,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dusk_000,0wt_dawn_000,CT = 12; 0m,1,ppGpp_3rel_relA-_dusk_000_1,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dusk_000,True
SRX3159668,2017-12-15 12:59:15,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6004409,SRP117071,PRJNA401777,401777,SRS2490802,SAMN07604672,SRA605279,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4460048,7604672,GSE103463,GSM2771788,,PCC 7942,rel- + relAE335Q,ppGpp,3rel_relA-_dusk_000,0wt_dawn_000,CT = 12; 0m,2,ppGpp_3rel_relA-_dusk_000_2,rel- + relAE335Q,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:3rel_relA-_dusk_000,True
SRX3176780,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026319,SRP117265,PRJNA404081,404081,SRS2506475,SAMN07629690,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478631,7629690,GSE103704,GSM2779437,,PCC 7942,wild type replicate 1,ppGpp,0wt_dusk_000,0wt_dawn_000,0m,1,ppGpp_0wt_dusk_000_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dusk_000,True
SRX3176781,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026320,SRP117265,PRJNA404081,404081,SRS2506476,SAMN07629689,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478632,7629689,GSE103704,GSM2779438,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_005,0wt_dawn_000,5m,1,ppGpp_0wt_dark_005_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_005,True
SRX3176782,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026321,SRP117265,PRJNA404081,404081,SRS2506477,SAMN07629688,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478633,7629688,GSE103704,GSM2779439,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_015,0wt_dawn_000,15m,1,ppGpp_0wt_dark_015_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_015,True
SRX3176783,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026322,SRP117265,PRJNA404081,404081,SRS2506478,SAMN07629687,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478634,7629687,GSE103704,GSM2779440,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_030,0wt_dawn_000,30m,1,ppGpp_0wt_dark_030_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_030,True
SRX3176784,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026323,SRP117265,PRJNA404081,404081,SRS2506479,SAMN07629686,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478635,7629686,GSE103704,GSM2779441,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_060,0wt_dawn_000,1h,1,ppGpp_0wt_dark_060_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_060,True
SRX3176785,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026324,SRP117265,PRJNA404081,404081,SRS2506480,SAMN07629685,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478636,7629685,GSE103704,GSM2779442,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_120,0wt_dawn_000,12h,1,ppGpp_0wt_dark_120_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_120,True
SRX3176786,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026325,SRP117265,PRJNA404081,404081,SRS2506481,SAMN07629691,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478637,7629691,GSE103704,GSM2779443,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_240,0wt_dawn_000,4h,1,ppGpp_0wt_dark_240_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_240,True
SRX3176787,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026326,SRP117265,PRJNA404081,404081,SRS2506482,SAMN07629656,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478638,7629656,GSE103704,GSM2779444,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_480,0wt_dawn_000,8h,1,ppGpp_0wt_dark_480_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_480,True
SRX3176788,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026327,SRP117265,PRJNA404081,404081,SRS2506483,SAMN07629684,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478639,7629684,GSE103704,GSM2779445,,PCC 7942,wild type replicate 1,ppGpp,0wt_dark_720,0wt_dawn_000,12h,1,ppGpp_0wt_dark_720_1,wild type replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_720,True
SRX3176789,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026328,SRP117265,PRJNA404081,404081,SRS2506484,SAMN07629683,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478640,7629683,GSE103704,GSM2779446,,PCC 7942,rel- replicate 1,ppGpp,1rel_dusk_000,0wt_dawn_000,0m,1,ppGpp_1rel_dusk_000_1,rel- replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dusk_000,True
SRX3176791,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026330,SRP117265,PRJNA404081,404081,SRS2506486,SAMN07629681,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478642,7629681,GSE103704,GSM2779448,,PCC 7942,rel- replicate 1,ppGpp,1rel_dark_015,0wt_dawn_000,15m,1,ppGpp_1rel_dark_015_1,rel- replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dark_015,True
SRX3176792,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026331,SRP117265,PRJNA404081,404081,SRS2506487,SAMN07629680,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478643,7629680,GSE103704,GSM2779449,,PCC 7942,rel- replicate 1,ppGpp,1rel_dark_030,0wt_dawn_000,30m,1,ppGpp_1rel_dark_030_1,rel- replicate 1,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dark_030,True
SRX3176798,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026337,SRP117265,PRJNA404081,404081,SRS2506493,SAMN07629677,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478649,7629677,GSE103704,GSM2779455,,PCC 7942,wild type replicate 2,ppGpp,0wt_dusk_000,0wt_dawn_000,0m,2,ppGpp_0wt_dusk_000_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dusk_000,True
SRX3176799,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026338,SRP117265,PRJNA404081,404081,SRS2506494,SAMN07629676,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478650,7629676,GSE103704,GSM2779456,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_005,0wt_dawn_000,5m,2,ppGpp_0wt_dark_005_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_005,True
SRX3176800,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026339,SRP117265,PRJNA404081,404081,SRS2506495,SAMN07629672,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478651,7629672,GSE103704,GSM2779457,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_015,0wt_dawn_000,15m,2,ppGpp_0wt_dark_015_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_015,True
SRX3176801,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026340,SRP117265,PRJNA404081,404081,SRS2506496,SAMN07629671,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478652,7629671,GSE103704,GSM2779458,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_030,0wt_dawn_000,30m,2,ppGpp_0wt_dark_030_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_030,True
SRX3176802,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026341,SRP117265,PRJNA404081,404081,SRS2506497,SAMN07629670,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478653,7629670,GSE103704,GSM2779459,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_060,0wt_dawn_000,1h,2,ppGpp_0wt_dark_060_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_060,True
SRX3176803,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026342,SRP117265,PRJNA404081,404081,SRS2506498,SAMN07629669,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478654,7629669,GSE103704,GSM2779460,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_120,0wt_dawn_000,2h,2,ppGpp_0wt_dark_120_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_120,True
SRX3176804,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026343,SRP117265,PRJNA404081,404081,SRS2506499,SAMN07629668,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478655,7629668,GSE103704,GSM2779461,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_240,0wt_dawn_000,4h,2,ppGpp_0wt_dark_240_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_240,True
SRX3176805,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026344,SRP117265,PRJNA404081,404081,SRS2506500,SAMN07629667,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478656,7629667,GSE103704,GSM2779462,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_480,0wt_dawn_000,8h,2,ppGpp_0wt_dark_480_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_480,True
SRX3176806,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026345,SRP117265,PRJNA404081,404081,SRS2506501,SAMN07629666,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478657,7629666,GSE103704,GSM2779463,,PCC 7942,wild type replicate 2,ppGpp,0wt_dark_720,0wt_dawn_000,12h,2,ppGpp_0wt_dark_720_2,wild type replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:0wt_dark_720,True
SRX3176807,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026346,SRP117265,PRJNA404081,404081,SRS2506502,SAMN07629665,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478658,7629665,GSE103704,GSM2779464,,PCC 7942,rel- replicate 2,ppGpp,1rel_dusk_000,0wt_dawn_000,0m,2,ppGpp_1rel_dusk_000_2,rel- replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dusk_000,True
SRX3176809,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026348,SRP117265,PRJNA404081,404081,SRS2506504,SAMN07629663,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478660,7629663,GSE103704,GSM2779466,,PCC 7942,rel- replicate 2,ppGpp,1rel_dark_015,0wt_dawn_000,15m,2,ppGpp_1rel_dark_015_2,rel- replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dark_015,True
SRX3176810,2017-12-15 12:47:05,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR6026349,SRP117265,PRJNA404081,404081,SRS2506505,SAMN07629662,SRA607160,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4478661,7629662,GSE103704,GSM2779467,,PCC 7942,rel- replicate 2,ppGpp,1rel_dark_030,0wt_dawn_000,30m,2,ppGpp_1rel_dark_030_2,rel- replicate 2,BG-11,,,,theophylline,aerobic,,,30 C,,,two cycles dark/light/dark,constant light; harvested at dawn and dusk,750,0.015,cool,40,4E-05,40 _moles photons m-2 s-1,True,True,True,,https://www.cell.com/cell-reports/comments/S2211-1247(17)31719-9,ppGpp:1rel_dark_030,True
SRX3211301,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069416,SRP118803,PRJNA412032,412032,SRS2536063,SAMN07693174,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520050,7693174,GSE104203,GSM2792426,29239721,,,light,HP_0900h,CD_dawn_06h,"9h since dawn, time 60 min",2,light_HP_0900h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0900h,True
SRX3211302,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069417,SRP118803,PRJNA412032,412032,SRS2536065,SAMN07693173,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520051,7693173,GSE104203,GSM2792427,29239721,,,light,HP_0925h,CD_dawn_06h,"9.25h since dawn, Time 15 min return",1,light_HP_0925h_1,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0925h,True
SRX3211303,2017-12-18 09:18:10,1140,Synechococcus elongatus PCC 7942 = FACHB-805,32046,1117,1140,Synechococcus elongatus,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6069418,SRP118803,PRJNA412032,412032,SRS2536064,SAMN07693172,SRA612636,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4520052,7693172,GSE104203,GSM2792428,29239721,,,light,HP_0925h,CD_dawn_06h,"9.25h since dawn, Time 15 min return",2,light_HP_0925h_2,wild type,BG-11,,,,,,,,,,,,,,,,,,,True,True,True,,,light:HP_0925h,True
